Sample,X(ms) [09.01.2024 18:47:34 625 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
2507,1704826785080.608354,49.0309791564941,30,22.1079292297363,2.5,2.49000000953674
2508,1704826785380.625865,49.0309791564941,30,22.4877014160156,2.5,2.5
2509,1704826785680.616168,49.0309791564941,30,22.7408847808838,2.5,2.5
2510,1704826785980.639839,46.3227195739746,30,23.0041961669922,2.5,2.5
2511,1704826786280.616181,46.3227195739746,30,23.2776336669922,2.5,2.49000000953674
2512,1704826786580.613865,46.3227195739746,30,23.6979160308838,2.5,2.49000000953674
2513,1704826786880.641888,46.3227195739746,30,23.9916076660156,2.5,2.49000000953674
2514,1704826787180.613439,43.6115188598633,30,24.2903652191162,2.5,2.49000000953674
2515,1704826787480.614052,43.6115188598633,30,24.5992469787598,2.5,2.49000000953674
2516,1704826787780.619608,43.6115188598633,30,24.9182586669922,2.5,2.49000000953674
2517,1704826788080.647528,40.3993148803711,30,25.404369354248,2.5,2.49000000953674
2518,1704826788380.615354,40.3993148803711,30,25.7233791351318,2.5,2.49000000953674
2519,1704826788680.633012,40.3993148803711,30,26.032262802124,2.5,2.49000000953674
2520,1704826788980.637705,36.9637794494629,30,26.3360805511475,2.5,2.49000000953674
2521,1704826789280.636861,36.9637794494629,30,26.7664928436279,2.5,2.49000000953674
2522,1704826789580.629839,36.9637794494629,30,27.0298042297363,2.5,2.49000000953674
2523,1704826789880.626252,36.9637794494629,30,27.2779235839844,2.5,2.5
2524,1704826790180.613594,34.8219871520996,30,27.5108509063721,2.5,2.5
2525,1704826790480.633914,34.8219871520996,30,27.7235240936279,2.5,2.50999999046326
2526,1704826790780.625625,34.8219871520996,30,28.02734375,2.5,2.50999999046326
2527,1704826791080.616954,34.330493927002,30,28.2096347808838,2.5,2.5
2528,1704826791380.612412,34.330493927002,30,28.381799697876,2.5,2.50999999046326
2529,1704826791680.636465,34.330493927002,30,28.548900604248,2.5,2.50999999046326
2530,1704826791980.637514,34.1220321655273,30,28.791955947876,2.5,2.5
2531,1704826792280.613621,34.1220321655273,30,28.9539928436279,2.5,2.5
2532,1704826792580.635274,34.1220321655273,30,29.1109657287598,2.5,2.5
2533,1704826792880.609012,34.1220321655273,30,29.2476844787598,2.5,2.5
2534,1704826793180.634519,33.4576454162598,30,29.3793392181396,2.5,2.5
2535,1704826793480.640608,33.4576454162598,30,29.5515041351318,2.5,2.49000000953674
2536,1704826793780.619141,33.4576454162598,30,29.6527767181396,2.5,2.5
2537,1704826794080.606012,33.0278205871582,30,29.7439231872559,2.5,2.5
2538,1704826794380.637292,33.0278205871582,30,29.8097515106201,2.5,2.5
2539,1704826794680.614501,33.0278205871582,30,29.8907680511475,2.5,2.49000000953674
2540,1704826794980.622541,33.4856910705566,30,29.9312782287598,2.5,2.49000000953674
2541,1704826795280.625288,33.4856910705566,30,29.9616603851318,2.5,2.48000001907349
2542,1704826795580.624501,33.4856910705566,30,29.9819145202637,2.5,2.48000001907349
2543,1704826795880.623625,33.4856910705566,30,29.9920444488525,2.5,2.48000001907349
2544,1704826796180.622448,34.5789108276367,30,29.9920444488525,2.5,2.48000001907349
2545,1704826796480.629754,34.5789108276367,30,29.9819145202637,2.5,2.49000000953674
2546,1704826796780.637225,34.5789108276367,30,29.9616603851318,2.5,2.49000000953674
2547,1704826797080.625461,35.7049331665039,30,29.9363422393799,2.5,2.5
2548,1704826797380.645559,35.7049331665039,30,29.8806419372559,2.5,2.5
2549,1704826797680.623608,35.7049331665039,30,29.830005645752,2.5,2.5
2550,1704826797980.642265,37.0386428833008,30,29.7692413330078,2.5,2.5
2551,1704826798280.626065,37.0386428833008,30,29.7034149169922,2.5,2.5
2552,1704826798580.620914,37.0386428833008,30,29.6274604797363,2.5,2.5
2553,1704826798880.641794,37.0386428833008,30,29.5109958648682,2.5,2.49000000953674
2554,1704826799180.607874,38.8142700195313,30,29.4350395202637,2.5,2.5
2555,1704826799480.655959,38.8142700195313,30,29.3641490936279,2.5,2.5
2556,1704826799780.607528,38.8142700195313,30,29.2983207702637,2.5,2.5
2557,1704826800080.612185,40.2438545227051,30,29.2071743011475,2.5,2.5
2558,1704826800380.670359,40.2438545227051,30,29.146411895752,2.5,2.5
2559,1704826800680.617119,40.2438545227051,30,29.0907115936279,2.5,2.5
2560,1704826800980.610168,40.7881088256836,30,29.0299472808838,2.5,2.5
2561,1704826801280.635354,40.7881088256836,30,28.9691829681396,2.5,2.5
2562,1704826801580.610452,40.7881088256836,30,28.8628482818604,2.5,2.5
2563,1704826801880.653625,40.7881088256836,30,28.7818298339844,2.5,2.5
2564,1704826802180.615305,41.6159553527832,30,28.6957454681396,2.5,2.5
